timestamp (in IST),coin_gecko_id,symbol,name,price_in_usd,market_cap,24h_trade_volume
2022-05-02 05:30:00 IST +0530,evmos,evmos,Evmos,4.176591821784096,0.0,4076989.244580881
2022-05-03 05:30:00 IST +0530,evmos,evmos,Evmos,3.764600695929167,0.0,3708530.35119473
2022-05-04 05:30:00 IST +0530,evmos,evmos,Evmos,3.6954290045575546,0.0,3724956.8589235405
2022-05-05 05:30:00 IST +0530,evmos,evmos,Evmos,4.33679770216356,0.0,3364621.8856899957
2022-05-06 05:30:00 IST +0530,evmos,evmos,Evmos,3.965073418908527,811488058.3411891,3156293.345164168
2022-05-07 05:30:00 IST +0530,evmos,evmos,Evmos,3.6683385699327564,753992687.261529,206128.417349417
2022-05-08 05:30:00 IST +0530,evmos,evmos,Evmos,3.730863534699495,747746677.1365913,125373.12598335986
2022-05-09 05:30:00 IST +0530,evmos,evmos,Evmos,3.4905520287268743,704817362.7085123,74323.36245678514
2022-05-10 05:30:00 IST +0530,evmos,evmos,Evmos,2.9807844221637256,612735376.2094014,89484.60981025887
2022-05-11 05:30:00 IST +0530,evmos,evmos,Evmos,2.8653339005624208,577161925.9443778,96476.25860334697
2022-05-12 05:30:00 IST +0530,evmos,evmos,Evmos,2.157895073417365,432344197.12711227,266175.6119904141
2022-05-13 05:30:00 IST +0530,evmos,evmos,Evmos,1.3309452296145503,269754922.934962,427527.4767137668
2022-05-14 05:30:00 IST +0530,evmos,evmos,Evmos,1.6781765617087532,342989928.6655096,348998.4407549316
2022-05-15 05:30:00 IST +0530,evmos,evmos,Evmos,1.451011327364963,295699230.64815307,113931.47639374998
2022-05-16 05:30:00 IST +0530,evmos,evmos,Evmos,1.8832883380765388,373956617.7630111,173235.1204306444
2022-05-17 05:30:00 IST +0530,evmos,evmos,Evmos,1.7904915317799792,368266866.109062,326241.38541886443
2022-05-18 05:30:00 IST +0530,evmos,evmos,Evmos,1.8023216646079352,366512653.52383417,70555.13732180437
2022-05-19 05:30:00 IST +0530,evmos,evmos,Evmos,1.4487993841189062,292174612.5413223,844895.4090384137
2022-05-20 05:30:00 IST +0530,evmos,evmos,Evmos,1.3150798269285005,267345946.38165405,708115.9581714942
2022-05-21 05:30:00 IST +0530,evmos,evmos,Evmos,1.3851732186756194,279761337.2942816,211436.46341773937
2022-05-22 05:30:00 IST +0530,evmos,evmos,Evmos,1.4273715165186833,287932267.03882444,78646.60219274896
2022-05-23 05:30:00 IST +0530,evmos,evmos,Evmos,1.4214409117330247,289035078.43742794,61224.98279265254
2022-05-24 05:30:00 IST +0530,evmos,evmos,Evmos,1.5757153642576966,320193322.1073175,132099.8303694879
2022-05-25 05:30:00 IST +0530,evmos,evmos,Evmos,1.995641110508397,403877777.93145883,131481.9271088085
2022-05-26 05:30:00 IST +0530,evmos,evmos,Evmos,2.154235656302143,438715413.1162732,1214092.1508031238
2022-05-27 05:30:00 IST +0530,evmos,evmos,Evmos,1.9771206538707944,401183555.611947,1080219.0557367546
2022-05-28 05:30:00 IST +0530,evmos,evmos,Evmos,2.020881806009463,412570817.1344582,2324109.2023547185
2022-05-29 05:30:00 IST +0530,evmos,evmos,Evmos,3.0045776154934343,586707375.7857555,5090925.988813541
2022-05-30 05:30:00 IST +0530,evmos,evmos,Evmos,2.842088801175649,571859985.832851,5555802.60155829
2022-05-31 05:30:00 IST +0530,evmos,evmos,Evmos,3.0844734415473827,642661556.2655201,4934323.121395284
2022-06-01 05:30:00 IST +0530,evmos,evmos,Evmos,3.1768349006248773,645850324.9716834,4031247.81788707
2022-06-02 05:30:00 IST +0530,evmos,evmos,Evmos,3.1712749160825138,649502512.2165992,2625926.953547835
2022-06-03 05:30:00 IST +0530,evmos,evmos,Evmos,3.5282809615815443,723326028.0944009,5160651.513398765
2022-06-04 05:30:00 IST +0530,evmos,evmos,Evmos,3.1347821216530156,642017358.8228469,3418497.8903689575
2022-06-05 05:30:00 IST +0530,evmos,evmos,Evmos,2.967028224394042,605151447.1805521,2893263.668185538
2022-06-06 05:30:00 IST +0530,evmos,evmos,Evmos,2.5337730686935944,520024660.20035404,2318666.5183530413
2022-06-07 05:30:00 IST +0530,evmos,evmos,Evmos,2.029249816182545,414922340.7516129,2684235.132020816
2022-06-08 05:30:00 IST +0530,evmos,evmos,Evmos,1.948580981263508,395552243.8416683,1475124.536585997
2022-06-09 05:30:00 IST +0530,evmos,evmos,Evmos,1.6100409029445482,329023368.3486066,454866.8183254053
2022-06-10 05:30:00 IST +0530,evmos,evmos,Evmos,1.6683239107489878,341262735.044904,740307.7919408288
2022-06-11 05:30:00 IST +0530,evmos,evmos,Evmos,1.4775379386138932,300290452.07407916,555881.4947830919
2022-06-12 05:30:00 IST +0530,evmos,evmos,Evmos,1.256873156282921,256637780.59693804,354756.47753667826
2022-06-13 05:30:00 IST +0530,evmos,evmos,Evmos,1.2444775688668874,252522927.3008096,1839699.6650992834
2022-06-14 05:30:00 IST +0530,evmos,evmos,Evmos,1.2388629854248283,251610473.38701168,1119789.9411310009
2022-06-15 05:30:00 IST +0530,evmos,evmos,Evmos,1.4549260687731669,295758516.06921566,756738.2265711275
2022-06-16 05:30:00 IST +0530,evmos,evmos,Evmos,1.6038403845568536,327375358.4454408,676004.1455932225
2022-06-17 05:30:00 IST +0530,evmos,evmos,Evmos,1.5640077761551954,320523560.8049192,1355303.0526851409
2022-06-18 05:30:00 IST +0530,evmos,evmos,Evmos,1.6010486367710728,326618060.62620354,1392491.4887859325
2022-06-19 05:30:00 IST +0530,evmos,evmos,Evmos,1.449987006520742,296441731.8997132,584376.293120704
2022-06-20 05:30:00 IST +0530,evmos,evmos,Evmos,1.5208065570219071,309914643.4324847,1267092.7084893559
2022-06-21 05:30:00 IST +0530,evmos,evmos,Evmos,1.4855882253503168,304638596.9694347,1119656.0341973584
2022-06-22 05:30:00 IST +0530,evmos,evmos,Evmos,1.521490171909395,310271602.9629095,1301225.3791562633
2022-06-23 05:30:00 IST +0530,evmos,evmos,Evmos,1.7106698295670781,349550119.9922345,1942856.9294796474
2022-06-24 05:30:00 IST +0530,evmos,evmos,Evmos,1.9976368840158083,406208178.62108994,1887943.6709695007
2022-06-25 05:30:00 IST +0530,evmos,evmos,Evmos,2.0978598525279426,426449388.7888383,1578422.709822625
2022-06-26 05:30:00 IST +0530,evmos,evmos,Evmos,1.948508081402222,396326069.66290295,1797725.5524424757
2022-06-27 05:30:00 IST +0530,evmos,evmos,Evmos,1.7907593162242266,365057026.274551,1387801.3804805302
2022-06-28 05:30:00 IST +0530,evmos,evmos,Evmos,1.941550609908507,394573121.6237509,2135116.3827720657
2022-06-29 05:30:00 IST +0530,evmos,evmos,Evmos,1.865835316545641,380660944.9562393,1709672.5790843312
2022-06-30 05:30:00 IST +0530,evmos,evmos,Evmos,2.002788454407094,405876749.1447924,1621944.7390827911
2022-07-01 05:30:00 IST +0530,evmos,evmos,Evmos,1.934511447558157,393495884.4383584,1635609.4815878635
2022-07-02 05:30:00 IST +0530,evmos,evmos,Evmos,2.0903705721845562,426407475.3937486,2242053.1359463655
2022-07-03 05:30:00 IST +0530,evmos,evmos,Evmos,2.1612765931374747,439853554.8483677,1812907.8951916478
2022-07-04 05:30:00 IST +0530,evmos,evmos,Evmos,2.3363529451698843,479055336.1165501,819207.0940927055
2022-07-05 05:30:00 IST +0530,evmos,evmos,Evmos,2.23845909443628,455363659.8341695,2208681.8988025845
2022-07-06 05:30:00 IST +0530,evmos,evmos,Evmos,2.4364606933080073,497408762.4272571,2685027.0701021114
2022-07-07 05:30:00 IST +0530,evmos,evmos,Evmos,2.591104129026313,527739366.065114,3044207.176799945
2022-07-08 05:30:00 IST +0530,evmos,evmos,Evmos,2.5758716750697337,525513088.1747976,2230769.969033835
2022-07-09 05:30:00 IST +0530,evmos,evmos,Evmos,2.451689116917318,500581664.0248379,750854.0264907125
2022-07-10 05:30:00 IST +0530,evmos,evmos,Evmos,2.2360228273625595,454376626.7011502,1247085.3448117417
2022-07-11 05:30:00 IST +0530,evmos,evmos,Evmos,2.1477697418620942,437398077.46244717,1581515.8820606817
2022-07-12 05:30:00 IST +0530,evmos,evmos,Evmos,2.207819341686961,453196541.124994,1949687.9805823043
2022-07-13 05:30:00 IST +0530,evmos,evmos,Evmos,2.077445673587412,419565903.9712787,1332358.893715126
2022-07-14 05:30:00 IST +0530,evmos,evmos,Evmos,2.022402670925206,414395394.0042812,265047.2602688525
2022-07-15 05:30:00 IST +0530,evmos,evmos,Evmos,2.097662084207231,426797044.5733801,1099391.7176491055
2022-07-16 05:30:00 IST +0530,evmos,evmos,Evmos,2.0671591099541335,419907905.6764363,1457996.876501939
2022-07-17 05:30:00 IST +0530,evmos,evmos,Evmos,2.1519917071197012,430261415.4192181,1374218.9580856042
2022-07-18 05:30:00 IST +0530,evmos,evmos,Evmos,2.005373417120487,408003409.2437387,1631598.7615204498
2022-07-19 05:30:00 IST +0530,evmos,evmos,Evmos,1.950032300033936,393376502.88093644,2472421.775951364
2022-07-20 05:30:00 IST +0530,evmos,evmos,Evmos,2.0473961931701767,414714710.6256946,2204688.9203907684
2022-07-21 05:30:00 IST +0530,evmos,evmos,Evmos,1.9200603781564651,391887226.2913876,1853560.4784130119
2022-07-22 05:30:00 IST +0530,evmos,evmos,Evmos,1.9986913595547438,404992758.60582054,2075501.2059485703
2022-07-23 05:30:00 IST +0530,evmos,evmos,Evmos,1.8144255615162919,367721275.8335087,1669652.5574521474
2022-07-24 05:30:00 IST +0530,evmos,evmos,Evmos,1.8474991677425925,375244394.29826707,1439051.2737539185
2022-07-25 05:30:00 IST +0530,evmos,evmos,Evmos,1.6052893032552955,327368355.0639265,1499305.3775887091
2022-07-26 05:30:00 IST +0530,evmos,evmos,Evmos,1.426094603519215,290828539.98109967,1199484.570098123
2022-07-27 05:30:00 IST +0530,evmos,evmos,Evmos,1.4493013465619045,295166459.2671492,1297548.960193882
2022-07-28 05:30:00 IST +0530,evmos,evmos,Evmos,1.4688824282697712,297489381.3722369,1759399.4280331098
2022-07-29 05:30:00 IST +0530,evmos,evmos,Evmos,1.6456702586270704,334408077.89247113,1954267.2153871676
2022-07-30 05:30:00 IST +0530,evmos,evmos,Evmos,1.7096142690355987,349515202.13928765,1294013.3307067705
2022-07-31 05:30:00 IST +0530,evmos,evmos,Evmos,1.6209970221330754,329712304.97036624,1169110.9223677127
2022-08-01 05:30:00 IST +0530,evmos,evmos,Evmos,1.5227804847690396,308891417.9008502,1117302.3854871045
2022-08-02 05:30:00 IST +0530,evmos,evmos,Evmos,1.6791158716891985,335794079.91653156,2885228.663001818
2022-08-03 05:30:00 IST +0530,evmos,evmos,Evmos,1.4683749443923635,299268444.18843645,7926655.859560552
2022-08-04 05:30:00 IST +0530,evmos,evmos,Evmos,1.5598258860997443,317112527.3581867,1134063.4442953414
2022-08-05 05:30:00 IST +0530,evmos,evmos,Evmos,1.5787595240043553,319587314.0555572,917746.5848137487
2022-08-06 05:30:00 IST +0530,evmos,evmos,Evmos,1.8097279185274762,367944324.3861261,1299957.7140811621
2022-08-07 05:30:00 IST +0530,evmos,evmos,Evmos,1.7724803278413914,361156380.32816905,988803.2433235957
2022-08-08 05:30:00 IST +0530,evmos,evmos,Evmos,1.7242019855411765,350766968.21342057,1142909.1782487975
2022-08-09 05:30:00 IST +0530,evmos,evmos,Evmos,1.7155826356129573,348946048.91929096,1284077.414010189
2022-08-10 05:30:00 IST +0530,evmos,evmos,Evmos,1.7010270922169206,455728423.1141496,1209470.4225572227
2022-08-11 05:30:00 IST +0530,evmos,evmos,Evmos,1.7914553630301366,478509399.36884505,1190801.0316961843
2022-08-12 05:30:00 IST +0530,evmos,evmos,Evmos,1.850955828668781,495830956.7267587,1471253.7869226085
2022-08-13 05:30:00 IST +0530,evmos,evmos,Evmos,1.895714366480221,505580952.3890123,1121525.8056486312
2022-08-14 05:30:00 IST +0530,evmos,evmos,Evmos,1.8516103503877672,498626928.0260172,891103.5441308608
2022-08-15 05:30:00 IST +0530,evmos,evmos,Evmos,1.8590907464168684,501515886.40297645,1113926.8023195209
2022-08-16 05:30:00 IST +0530,evmos,evmos,Evmos,1.9078591631257171,520608706.4711022,1429743.7040938009
2022-08-17 05:30:00 IST +0530,evmos,evmos,Evmos,1.8658923152251705,506813015.64358974,1473989.9839536645
2022-08-18 05:30:00 IST +0530,evmos,evmos,Evmos,1.8677575593328717,505283888.3055923,1462527.219298537
2022-08-19 05:30:00 IST +0530,evmos,evmos,Evmos,1.9025250369102886,518957246.53989553,1357136.001838152
2022-08-20 05:30:00 IST +0530,evmos,evmos,Evmos,1.862298445271411,511846379.3872331,1388601.9115041017
2022-08-21 05:30:00 IST +0530,evmos,evmos,Evmos,1.8875699671403088,520329815.4635851,1004798.0215094713
2022-08-22 05:30:00 IST +0530,evmos,evmos,Evmos,1.8770694635502834,517297570.3193458,1130606.7007103697
2022-08-23 05:30:00 IST +0530,evmos,evmos,Evmos,1.9257399026232813,532739616.97968423,1159487.3650581131
2022-08-24 05:30:00 IST +0530,evmos,evmos,Evmos,2.118316446237768,590923626.5063257,1492336.3405753102
2022-08-25 05:30:00 IST +0530,evmos,evmos,Evmos,2.5136351761952525,701073181.7171665,2631400.6005878155
2022-08-26 05:30:00 IST +0530,evmos,evmos,Evmos,2.672457166502849,744452842.2378218,2737474.198116345
2022-08-27 05:30:00 IST +0530,evmos,evmos,Evmos,2.3746786249863967,662286225.9027272,2219778.918497583
2022-08-28 05:30:00 IST +0530,evmos,evmos,Evmos,2.3184585058962686,652543783.680235,2047179.5387702312
2022-08-29 05:30:00 IST +0530,evmos,evmos,Evmos,2.291431148261151,646508123.5183896,1771185.0318325493
2022-08-30 05:30:00 IST +0530,evmos,evmos,Evmos,2.369702859231261,670810472.1923102,2392250.974692847
2022-08-31 05:30:00 IST +0530,evmos,evmos,Evmos,2.4005815764572564,682022863.6663579,2223517.067407822
2022-09-01 05:30:00 IST +0530,evmos,evmos,Evmos,2.371195268548617,676843656.7072152,1842419.8498351634
2022-09-02 05:30:00 IST +0530,evmos,evmos,Evmos,2.555851715452379,725101749.8728065,2056574.9158752002
2022-09-03 05:30:00 IST +0530,evmos,evmos,Evmos,2.579599226524544,737287071.7178693,2054639.546835604
2022-09-04 05:30:00 IST +0530,evmos,evmos,Evmos,2.5319172083881356,727548516.5944293,1550370.013505252
2022-09-05 05:30:00 IST +0530,evmos,evmos,Evmos,2.5642526545708533,738500398.4623473,1930467.5980196444
2022-09-06 05:30:00 IST +0530,evmos,evmos,Evmos,2.353786174928397,678938406.9463795,1968050.1474001443
2022-09-07 05:30:00 IST +0530,evmos,evmos,Evmos,2.3521735809395183,681151929.8845077,2212525.10390854
2022-09-08 05:30:00 IST +0530,evmos,evmos,Evmos,2.5227722584852685,729668425.0557342,2245628.8106359085
2022-09-09 05:30:00 IST +0530,evmos,evmos,Evmos,2.591006071218013,756250609.5535681,2757239.3889198783
2022-09-10 05:30:00 IST +0530,evmos,evmos,Evmos,2.623905420806822,765912690.9656905,2489526.6306828572
2022-09-11 05:30:00 IST +0530,evmos,evmos,Evmos,2.6654122675169485,779140643.1036224,2090659.090037549
2022-09-12 05:30:00 IST +0530,evmos,evmos,Evmos,2.722670460500182,796225897.4509282,2507159.8937553824
2022-09-13 05:30:00 IST +0530,evmos,evmos,Evmos,2.7664851208658443,815961725.9726489,2471475.062270106
2022-09-14 05:30:00 IST +0530,evmos,evmos,Evmos,2.693065537706107,796713104.0686208,3100156.7894275943
2022-09-15 05:30:00 IST +0530,evmos,evmos,Evmos,2.8932905002223706,854430641.1823063,4294073.660388319
2022-09-16 05:30:00 IST +0530,evmos,evmos,Evmos,3.055046738236926,914614383.5116236,3066000.104876622
2022-09-17 05:30:00 IST +0530,evmos,evmos,Evmos,3.081658314390396,918727666.4233663,2566855.202692025
2022-09-18 05:30:00 IST +0530,evmos,evmos,Evmos,3.088055459026259,921867612.3163029,1933617.5151291068
2022-09-19 05:30:00 IST +0530,evmos,evmos,Evmos,3.012302174417215,905765867.975376,2322331.1703501563
2022-09-20 05:30:00 IST +0530,evmos,evmos,Evmos,2.6892809516139486,809294557.8207116,3514777.884982396
2022-09-21 05:30:00 IST +0530,evmos,evmos,Evmos,2.428228859856636,735101512.7998788,2108895.973307848
2022-09-22 05:30:00 IST +0530,evmos,evmos,Evmos,2.3764787354052266,716895188.0422477,1845658.3276685511
2022-09-23 05:30:00 IST +0530,evmos,evmos,Evmos,2.3694130190460236,731917504.8631004,1026110.0088440753
2022-09-24 05:30:00 IST +0530,evmos,evmos,Evmos,2.1229689240162735,643178690.9270954,1154703.6507396444
2022-09-25 05:30:00 IST +0530,evmos,evmos,Evmos,2.080197997558205,632731951.3450265,1432341.985064599
2022-09-26 05:30:00 IST +0530,evmos,evmos,Evmos,2.0074623217503498,613269440.3708168,1220973.4250182444
2022-09-27 05:30:00 IST +0530,evmos,evmos,Evmos,1.8944531677465692,572993793.9703367,1166669.3922399844
2022-09-28 05:30:00 IST +0530,evmos,evmos,Evmos,1.912622247060137,586983305.9966911,1091539.3636269046
2022-09-29 05:30:00 IST +0530,evmos,evmos,Evmos,1.7825088432015017,551713082.1449579,1636068.6057617613
2022-09-30 05:30:00 IST +0530,evmos,evmos,Evmos,1.546442868863262,472308937.319573,1568477.0555059763
2022-10-01 05:30:00 IST +0530,evmos,evmos,Evmos,1.33905207189162,415085234.5385791,1617156.3290997816
2022-10-02 05:30:00 IST +0530,evmos,evmos,Evmos,1.3970597167053698,434199981.9924694,880014.5101782557
2022-10-03 05:30:00 IST +0530,evmos,evmos,Evmos,1.4404131712463633,449252585.60027206,978091.6723814899
2022-10-04 05:30:00 IST +0530,evmos,evmos,Evmos,1.5497904727017386,483582978.71582943,1851659.743785504
2022-10-05 05:30:00 IST +0530,evmos,evmos,Evmos,1.4157764658397016,443321780.1738446,2328112.32239591
2022-10-06 05:30:00 IST +0530,evmos,evmos,Evmos,1.584439289203953,499023028.4533926,1684226.421728527
2022-10-07 05:30:00 IST +0530,evmos,evmos,Evmos,1.5919774837778338,501582409.0317463,2066185.1941295743
2022-10-08 05:30:00 IST +0530,evmos,evmos,Evmos,1.6793928830264797,529825761.7162475,1887709.3867105807
2022-10-09 05:30:00 IST +0530,evmos,evmos,Evmos,1.6963839797549665,538747438.4361427,2224363.6367910886
2022-10-10 05:30:00 IST +0530,evmos,evmos,Evmos,1.7300155089412257,546795502.234786,1514212.0918591646
2022-10-11 05:30:00 IST +0530,evmos,evmos,Evmos,1.6148567197435395,513502191.6392365,1474005.1909684497
2022-10-11 09:25:12 IST +0530,evmos,evmos,Evmos,1.5779446433375133,505399013.1240325,1582489.2727508775
2022-01-15 05:30:00 IST +0530,weth,weth,WETH,3313.0292837535967,0.0,844065243.1631562
2022-01-16 05:30:00 IST +0530,weth,weth,WETH,3335.6543478601757,0.0,651706738.788583
2022-01-17 05:30:00 IST +0530,weth,weth,WETH,3355.3178163744956,0.0,706085718.221877
2022-01-18 05:30:00 IST +0530,weth,weth,WETH,3214.399460774642,0.0,1028731096.1304871
2022-01-19 05:30:00 IST +0530,weth,weth,WETH,3169.001845512677,0.0,848906320.2760828
2022-01-20 05:30:00 IST +0530,weth,weth,WETH,3112.3823240837464,0.0,785724648.1169232
2022-01-21 05:30:00 IST +0530,weth,weth,WETH,3004.0368748135065,0.0,860243821.1638807
2022-01-22 05:30:00 IST +0530,weth,weth,WETH,2520.5828464266683,0.0,1899906904.405991
2022-01-23 05:30:00 IST +0530,weth,weth,WETH,2344.3946058779115,0.0,1771820462.9868755
2022-01-24 05:30:00 IST +0530,weth,weth,WETH,2509.850624947407,0.0,748448780.5283351
2022-01-25 05:30:00 IST +0530,weth,weth,WETH,2323.0533726410617,0.0,1400178581.6435657
2022-01-26 05:30:00 IST +0530,weth,weth,WETH,2452.6009307242134,0.0,828064640.612728
2022-01-27 05:30:00 IST +0530,weth,weth,WETH,2426.535863025463,0.0,1096280092.2361574
2022-01-28 05:30:00 IST +0530,weth,weth,WETH,2338.8658765544646,0.0,1127001462.6888087
2022-01-29 05:30:00 IST +0530,weth,weth,WETH,2549.174679524229,0.0,854728706.5408018
2022-01-30 05:30:00 IST +0530,weth,weth,WETH,2597.7829981718987,0.0,639142414.0977696
2022-01-31 05:30:00 IST +0530,weth,weth,WETH,2613.997332197527,0.0,162112530.42573556
2022-02-01 05:30:00 IST +0530,weth,weth,WETH,2690.2361116770862,0.0,638133473.7323253
2022-02-02 05:30:00 IST +0530,weth,weth,WETH,2796.178246406677,0.0,635590800.5754808
2022-02-03 05:30:00 IST +0530,weth,weth,WETH,2687.582182705547,0.0,679741680.575102
2022-02-04 05:30:00 IST +0530,weth,weth,WETH,2673.6749557331686,0.0,590211661.1281048
2022-02-05 05:30:00 IST +0530,weth,weth,WETH,2988.957761449259,0.0,753177056.1536689
2022-02-06 05:30:00 IST +0530,weth,weth,WETH,3019.7557901952678,0.0,536685632.1454212
2022-02-07 05:30:00 IST +0530,weth,weth,WETH,3062.375512102446,0.0,530706118.2723838
2022-02-08 05:30:00 IST +0530,weth,weth,WETH,3145.461769503673,0.0,787050484.1920012
2022-02-09 05:30:00 IST +0530,weth,weth,WETH,3133.4874799362856,0.0,846585246.4140975
2022-02-10 05:30:00 IST +0530,weth,weth,WETH,3238.731098157681,0.0,763967472.5511558
2022-02-11 05:30:00 IST +0530,weth,weth,WETH,3076.7434341719354,0.0,1089160633.175066
2022-02-12 05:30:00 IST +0530,weth,weth,WETH,2927.9048609527827,0.0,858692119.695546
2022-02-13 05:30:00 IST +0530,weth,weth,WETH,2913.835367866421,0.0,561589287.0801778
2022-02-14 05:30:00 IST +0530,weth,weth,WETH,2884.6729971837062,0.0,457714463.3934971
2022-02-15 05:30:00 IST +0530,weth,weth,WETH,2933.384543296165,0.0,580369464.2411534
2022-02-16 05:30:00 IST +0530,weth,weth,WETH,3180.496573931858,0.0,673596272.4643888
2022-02-17 05:30:00 IST +0530,weth,weth,WETH,3142.6095488987107,0.0,711213693.8569331
2022-02-18 05:30:00 IST +0530,weth,weth,WETH,2880.9783606539986,0.0,732532883.6819828
2022-02-19 05:30:00 IST +0530,weth,weth,WETH,2786.6484786436313,0.0,672545466.5106071
2022-02-20 05:30:00 IST +0530,weth,weth,WETH,2764.266172243621,0.0,390839078.37006366
2022-02-21 05:30:00 IST +0530,weth,weth,WETH,2634.1915899541964,0.0,506411556.8351853
2022-02-22 05:30:00 IST +0530,weth,weth,WETH,2575.094320812696,0.0,643070398.368302
2022-02-23 05:30:00 IST +0530,weth,weth,WETH,2644.275621605893,0.0,671007648.0567076
2022-02-24 05:30:00 IST +0530,weth,weth,WETH,2592.8587800836126,0.0,477930435.5813657
2022-02-25 05:30:00 IST +0530,weth,weth,WETH,2598.272630261763,0.0,1222343420.7284813
2022-02-26 05:30:00 IST +0530,weth,weth,WETH,2770.8476819621596,0.0,594528110.7607797
2022-02-27 05:30:00 IST +0530,weth,weth,WETH,2778.986464408591,0.0,420005222.28535026
2022-02-28 05:30:00 IST +0530,weth,weth,WETH,2626.923169030508,0.0,533516120.01615906
2022-03-01 05:30:00 IST +0530,weth,weth,WETH,2915.4426421150542,0.0,605979243.6659437
2022-03-02 05:30:00 IST +0530,weth,weth,WETH,2966.347410286788,0.0,633365773.8506136
2022-03-03 05:30:00 IST +0530,weth,weth,WETH,2941.0238836823946,0.0,628255030.9767213
2022-03-04 05:30:00 IST +0530,weth,weth,WETH,2834.093708096527,0.0,464888191.6213609
2022-03-05 05:30:00 IST +0530,weth,weth,WETH,2617.1058914063883,0.0,512650414.7072991
2022-03-06 05:30:00 IST +0530,weth,weth,WETH,2668.8282948571514,0.0,312938994.7632259
2022-03-07 05:30:00 IST +0530,weth,weth,WETH,2556.095755013009,0.0,415472828.3944578
2022-03-08 05:30:00 IST +0530,weth,weth,WETH,2496.83062639907,0.0,515004062.9683193
2022-03-09 05:30:00 IST +0530,weth,weth,WETH,2576.0742078376206,0.0,448137007.9925675
2022-03-10 05:30:00 IST +0530,weth,weth,WETH,2727.7740025046096,0.0,465983582.6401972
2022-03-11 05:30:00 IST +0530,weth,weth,WETH,2610.6836884515246,0.0,365725061.55713767
2022-03-12 05:30:00 IST +0530,weth,weth,WETH,2561.6145839216933,0.0,396707974.25065845
2022-03-13 05:30:00 IST +0530,weth,weth,WETH,2581.1088708911384,0.0,223809602.86696726
2022-03-14 05:30:00 IST +0530,weth,weth,WETH,2517.873854315388,0.0,266262028.38246366
2022-03-15 05:30:00 IST +0530,weth,weth,WETH,2590.2126690803466,0.0,375873614.97933245
2022-03-16 05:30:00 IST +0530,weth,weth,WETH,2620.155576594975,0.0,411257127.5642974
2022-03-17 05:30:00 IST +0530,weth,weth,WETH,2770.9149320124784,0.0,535611252.73072493
2022-03-18 05:30:00 IST +0530,weth,weth,WETH,2819.511927109917,0.0,969527421.2392219
2022-03-19 05:30:00 IST +0530,weth,weth,WETH,2940.842907499457,0.0,2163242485.379204
2022-03-20 05:30:00 IST +0530,weth,weth,WETH,2946.29175771794,0.0,1462824336.992299
2022-03-21 05:30:00 IST +0530,weth,weth,WETH,2860.2908294967697,0.0,1360100622.7414987
2022-03-22 05:30:00 IST +0530,weth,weth,WETH,2894.9883554250973,0.0,1408238644.51072
2022-03-23 05:30:00 IST +0530,weth,weth,WETH,2969.6717449874104,0.0,1660874203.0039625
2022-03-24 05:30:00 IST +0530,weth,weth,WETH,3020.330382504293,0.0,1747474518.6078024
2022-03-25 05:30:00 IST +0530,weth,weth,WETH,3112.680307297306,0.0,2215284910.968947
2022-03-26 05:30:00 IST +0530,weth,weth,WETH,3102.7041259655925,0.0,1806963895.7457032
2022-03-27 05:30:00 IST +0530,weth,weth,WETH,3137.441544021339,0.0,1304192148.289753
2022-03-28 05:30:00 IST +0530,weth,weth,WETH,3284.489356989091,0.0,1327873187.825432
2022-03-29 05:30:00 IST +0530,weth,weth,WETH,3344.799060288057,0.0,1999463387.217529
2022-03-30 05:30:00 IST +0530,weth,weth,WETH,3393.631036553991,0.0,2445450868.716698
2022-03-31 05:30:00 IST +0530,weth,weth,WETH,3384.214237304951,0.0,1773626104.9619856
2022-04-01 05:30:00 IST +0530,weth,weth,WETH,3286.270950843247,0.0,1914824989.2953148
2022-04-02 05:30:00 IST +0530,weth,weth,WETH,3441.083885069635,0.0,2032293809.0407102
2022-04-03 05:30:00 IST +0530,weth,weth,WETH,3447.6067366725124,0.0,1908901264.048092
2022-04-04 05:30:00 IST +0530,weth,weth,WETH,3527.150310788982,0.0,1604291279.3234794
2022-04-05 05:30:00 IST +0530,weth,weth,WETH,3528.5459858566383,0.0,1945645276.215128
2022-04-06 05:30:00 IST +0530,weth,weth,WETH,3429.8138987495054,0.0,1744736178.6345677
2022-04-07 05:30:00 IST +0530,weth,weth,WETH,3179.9145114126904,0.0,2759792562.319269
2022-04-08 05:30:00 IST +0530,weth,weth,WETH,3242.128433909201,0.0,1819919044.0550725
2022-04-09 05:30:00 IST +0530,weth,weth,WETH,3187.5781944096393,0.0,2023381034.2086933
2022-04-10 05:30:00 IST +0530,weth,weth,WETH,3266.290463820837,0.0,1104222121.1400678
2022-04-11 05:30:00 IST +0530,weth,weth,WETH,3219.4749012774937,0.0,1025742623.6072282
2022-04-12 05:30:00 IST +0530,weth,weth,WETH,2986.453334443589,0.0,2792632597.512303
2022-04-13 05:30:00 IST +0530,weth,weth,WETH,3028.726205305913,0.0,2136643836.3953834
2022-04-14 05:30:00 IST +0530,weth,weth,WETH,3123.8576617425997,0.0,1670129050.9683459
2022-04-15 05:30:00 IST +0530,weth,weth,WETH,3020.385678030209,0.0,1463201728.282896
2022-04-16 05:30:00 IST +0530,weth,weth,WETH,3037.7560361105393,0.0,1067896822.4720669
